Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,tweet_cleaned,class_label
381,3,0,3,0,1,"""@poppunksucks: Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",""" Twitter is not a source of news broadcast you fucking retards"" it is when nbc, abc, cnn, Fox, etc are all keeping quiet.",offensive language
382,3,0,3,0,1,"""@queendulaaa: Got a couple bitches saying they know me But I&#8217;ma let the money talk for me &#128526;&#128076;"" AND I'M LIKE... #WWYD",""" Got a couple bitches saying they know me But Ima let the money talk for me "" AND I'M LIKE... #WWYD",offensive language
383,3,0,3,0,1,"""@realFORTES: Grudges are for weirdos""and bitches",""" Grudges are for weirdos""and bitches",offensive language
384,3,1,0,2,2,"""@rhythmixx_: I told Mariam to but cigarettes for her birthday""

You also called me trash rn",""" I told Mariam to but cigarettes for her birthday""

You also called me trash rn",neither
385,3,0,0,3,2,"""@riananewman: @22EdHam brownies tonight"" what kind?!?!","""  brownies tonight"" what kind??",neither
386,3,0,3,0,1,"""@roLLYuP23: No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",""" No text back? I don't give a fuck, I'll text another bitch"" damn someone is hurt lol",offensive language
387,6,1,5,0,1,"""@ronald_iongi: Ummmmmm okay http://t.co/4BVLsci5K5"" you got hoes from left to right &#128514;&#128514; do yah thang!",""" Ummmmmm okay  you got hoes from left to right  do yah thang",offensive language
388,3,0,3,0,1,"""@royalswagg_: using y=mx+b to find the slope of that ass""",""" using y=mx+b to find the slope of that ass""",offensive language
389,3,0,0,3,2,"""@rugbysocklad: Fit lads! Nice gear! http://t.co/ThnXX1lC1M"" these scally lads n trainers would get it",""" Fit lads Nice gear  these scally lads n trainers would get it",neither
390,3,0,3,0,1,"""@rugbysocklad: Hell yeah bro! http://t.co/9yIb45UD6c"" fuck yeah sexy scally lad in hot gear",""" Hell yeah bro  fuck yeah sexy scally lad in hot gear",offensive language
391,3,0,3,0,1,"""@rugbysocklad: Helping out a mate!! http://t.co/eMNAdO1QOj"" I love scally play. Fuck yeah",""" Helping out a mate  I love scally play. Fuck yeah",offensive language
392,3,0,2,1,1,"""@rugbysocklad: Lads being Lads! http://t.co/f3UJcYJ4OF"" fuck yeah. I love scally lad action. Hot trainers too.",""" Lads being Lads  fuck yeah. I love scally lad action. Hot trainers too.",offensive language
393,3,0,3,0,1,"""@savage_twotone: Next year bitches is gonna be like you gotta promise you won't expose me &#128514;&#128514;&#128557;""",""" Next year bitches is gonna be like you gotta promise you won't expose me """,offensive language
394,3,0,3,0,1,"""@scallynikelad: &#8220;@sleazytwinks: So hot!! RT @opcinjen: Lick it, bitch http://t.co/JLoUkqDcOM&#8221;"" fuck yeah. Eat that trainer u dirty fucker","""  So hot   Lick it, bitch  fuck yeah. Eat that trainer u dirty fucker",offensive language
395,3,0,3,0,1,"""@sierrabernia: &#8220;@T2G_CincoKilby: Y'all think celebrity pussy different from the locals? &#128514;&#8221; yeah Meghan goods is""","""  Y'all think celebrity pussy different from the locals?  yeah Meghan goods is""",offensive language
396,6,0,2,4,2,"""@sleepy_yongguk: ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" &#128514;"" lmaoo",""" ""I saw an ajumma walk out in the beginning saying, 'Wow, this is so trash that I can't even listen to it..'"" "" lmaoo",neither
397,3,0,3,0,1,"""@sniffsockslad: Need these sox http://t.co/xydb1RchXh"" fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",""" Need these sox  fuck yeah. I love a kinky scally lad w/ rank sox and sneaks",offensive language
398,3,1,2,0,1,"""@snoleezey801: I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",""" I don't ever expose females like that.. That's childish.."" bitch nigga shiiii.....",offensive language
399,3,0,3,0,1,"""@socass_: ""@00sexilexi00: @socass_ yasss""

*trys new things with bestfriend*""

*bitch who do you love*",""" ""  yasss""

*trys new things with bestfriend*""

*bitch who do you love*",offensive language
400,3,1,0,2,2,"""@socass_: Dude remember this wop video? @00sexilexi00 http://t.co/P3HEuBOQBu"" OMG WHERE DID YOU FIND THAT",""" Dude remember this wop video?   OMG WHERE DID YOU FIND THAT",neither
401,3,0,2,1,1,"""@soxandjox: Thick raw fuck http://t.co/g8RvUHCeBN"" Damn his man pussy is getting a workout.",""" Thick raw fuck  Damn his man pussy is getting a workout.",offensive language
402,3,0,0,3,2,"""@soxdawg: RAWR!! RT @skinrubberboi: ""My"" sexy French scally. I love him! #frenchscally http://t.co/5idQ3R5Akz"" sexy scally woof woof",""" RAWR   ""My"" sexy French scally. I love him #frenchscally  sexy scally woof woof",neither
403,3,0,3,0,1,"""@splurgb_: Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;",""" Nothin in life is free.. Some of you bitches need to write that on ya panties""",offensive language
404,3,0,3,0,1,"""@stephencdo: @currieburry if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha","""  if one of you bitches want some of my burrito u can catch me at potosino"" huh? Haha",offensive language
405,3,1,2,0,1,"""@talibanshawtyy: Niggas whole hoes out here cuz"" Couldn't had said it better..&#128588;",""" Niggas whole hoes out here cuz"" Couldn't had said it better..",offensive language
406,3,0,3,0,1,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches""",""" Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches""",offensive language
407,3,0,3,0,1,"""@thebravebird: #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",""" #YoureNotMyType if my fade is perpetually fresher than yours."" That's a real ass bitch rite there",offensive language
408,3,0,3,0,1,"""@thejudyann: annoying bitch that I love http://t.co/8oxlQvQBrC"" JUDYANN'S SO PRETTY!!!!!",""" annoying bitch that I love  JUDYANN'S SO PRETTY",offensive language
409,3,0,3,0,1,"""@thotmouths: http://t.co/aQKGOrAUxx""

Lmao bitch got on some huggies",""" 

Lmao bitch got on some huggies",offensive language
411,3,0,3,0,1,"""@trestiffer: Hi bitch 
No bitch
Bye bitch"" http://t.co/RbcRXMRtQP",""" Hi bitch 
No bitch
Bye bitch""",offensive language
412,3,0,3,0,1,"""@trutherbot: does he look like a bitch?"" @el_capacitor",""" does he look like a bitch?""",offensive language
413,3,0,3,0,1,"""@whoiscoreyking: Chase money &#128176; not &#128581; hoes &#128111; &#128175;&#128175;""&#58399;&#58399;&#58399;&#58399;",""" Chase money  not  hoes  """,offensive language
414,3,0,3,0,1,"""@whooligan__: can't stand a ""I don't know what I want"" ass nigga &#128564;"" bitch*",""" can't stand a ""I don't know what I want"" ass nigga "" bitch*",offensive language
415,3,0,3,0,1,"""@wiganzlad: ""@MarkyCrumb: ""@gmail_shorts: I'm on my way http://t.co/MqcZuXlbtT"" love a #chav""hot"" sexy scally fucker.",""" "" "" I'm on my way  love a #chav""hot"" sexy scally fucker.",offensive language
416,3,1,2,0,1,"""@witmyRUDEass: These newly gay bitches don't kno how shit works""",""" These newly gay bitches don't kno how shit works""",offensive language
417,3,0,3,0,1,"""@witmyRUDEass: When a bitch don't want a real job they just become strippers lol"" lol.",""" When a bitch don't want a real job they just become strippers lol"" lol.",offensive language
418,3,0,3,0,1,"""@wodaeeex3: Awww Meat Meat In His Feelins""i ainn n my feelings bitch",""" Awww Meat Meat In His Feelins""i ainn n my feelings bitch",offensive language
419,3,0,2,1,1,"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem hoe accessories dea &#128064;&#128064;&#128056;&#9749;",""" I Want Snake Bites , MY Industrial Piercin  A Tattoo""Dem hoe accessories dea ",offensive language
420,3,0,0,3,2,"""@worldtraveIs: Baby albino &#128034; http://t.co/2tYTQJ3fec"" @Meeeesh1395",""" Baby albino ",neither
421,3,0,3,0,1,"""@worldwarzee_: these hoes ain't loyal.""",""" these hoes ain't loyal.""",offensive language
422,3,1,2,0,1,"""@xoxoclauudia: YASSSSSS, ORDERED CHINESE &#128079;"" bitch you just ate tacos you fat fuck",""" YASSSSSS, ORDERED CHINESE "" bitch you just ate tacos you fat fuck",offensive language
423,3,0,3,0,1,"""@z0mbiedance: I made that bitch lunch. @elizabethbatman"" Bitches love lunch.",""" I made that bitch lunch. "" Bitches love lunch.",offensive language
424,6,2,4,0,1,"""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change!
POLITICAL WHORES! http://t.co/ekEPSjWcyU&#8221;","""A NO BRAINER""
But as soon as this bitch gets rich in political power, her views will change
POLITICAL WHORES",offensive language
425,3,0,3,0,1,"""A pussy a day keeps the devil away"" -@DoperThanYola","""A pussy a day keeps the devil away"" -",offensive language
426,3,0,3,0,1,"""Ain't that about a bitch""... What does that mean?","""Ain't that about a bitch""... What does that mean?",offensive language
427,3,0,3,0,1,"""All these bitches want a baby, I don't want no children.""","""All these bitches want a baby, I don't want no children.""",offensive language
428,3,0,2,1,1,"""And bitch you must be lost"" &#128514;&#128514;","""And bitch you must be lost"" ",offensive language
429,3,0,3,0,1,"""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do","""Baby I like being on your left side"" no bitch you can't be there Cuz the street on that side and Twitter said I ain't real if you do",offensive language
430,6,0,1,5,2,"""Bae"" sounds like such a ghetto word. Use something else","""Bae"" sounds like such a ghetto word. Use something else",neither
431,3,1,2,0,1,"""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.","""Batter the wee cunt Jewis"" y cos he fucked my ex? Emma isnt battering the girls I've nailed?Ive moved on,stop being a pussy n do it urself.",offensive language
432,3,0,3,0,1,"""Bleed out hoe!!!"" -Alexa","""Bleed out hoe"" -Alexa",offensive language
433,3,0,3,0,1,"""Boolin' in the bando wit a few bitches""","""Boolin' in the bando wit a few bitches""",offensive language
434,3,0,0,3,2,"""Brownies for my brownie"" I love this movie. &#128517;","""Brownies for my brownie"" I love this movie. ",neither
435,3,0,3,0,1,"""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday","""But I need a bad bitch that's hotter than me"" might be the realist shit PartyNextDoor ever said. That's how I be feelin everyday",offensive language
436,3,1,2,0,1,"""By the way we do punch bitches.""","""By the way we do punch bitches.""",offensive language
437,3,0,3,0,1,"""Caesar is home"" RT @Naewoodster: &#8220;@MjaySkillz: https://t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit&#8221;&#128557;&#128557;""","""Caesar is home""    https//t.co/mw5KAojKXB""theres so much this bitch looks like. Lets start with ape shit""",offensive language
438,3,0,1,2,2,"""Chinese Maverick: We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https://t.co/38GZ1jerPS","""Chinese Maverick We were communicating Comrade , u know giving the imperialist Yanks the Birdie"" https//t.co/38GZ1jerPS",neither
439,3,0,3,0,1,"""Dad say hi to my snapchat"" 
Dad ""&#9996;&#65039;&#9996;&#65039; duces bitch"" &#128514;&#128514;&#128553;&#128553;","""Dad say hi to my snapchat"" 
Dad "" duces bitch"" ",offensive language
440,6,0,5,1,1,"""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""","""Do you believe these hoes are not in fact loyal?"" ""I disagree with that, I do believe they are in fact the loyalest bunch,these hoes""",offensive language
441,3,0,3,0,1,"""Don't know no ugly bitches! Don't know no broke niggas!""--@Kevin_Gates","""Don't know no ugly bitches Don't know no broke niggas""--",offensive language
442,3,0,3,0,1,"""Don't make me make you fall in live with a nigga like meee..."" The birds 1&amp;2 are my favorite songs by Weeknd","""Don't make me make you fall in live with a nigga like meee..."" The birds 12 are my favorite songs by Weeknd",offensive language
443,3,2,1,0,0,"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""","""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",hate speech
444,3,0,3,0,1,"""Don't you ever give my pussy away. You keep it tight, alright?""","""Don't you ever give my pussy away. You keep it tight, alright?""",offensive language
445,3,0,3,0,1,"""Dropped a stack cause bitch I'm ON"".
-@1PoloBoy 
Song called ""Dope"".
Download the mixtape here: http://t.co/LaCZ1e6TG7","""Dropped a stack cause bitch I'm ON"".
- 
Song called ""Dope"".
Download the mixtape here",offensive language
446,3,0,3,0,1,"""Dumb bitches do dumb things""","""Dumb bitches do dumb things""",offensive language
447,3,1,2,0,1,"""Eat the pussy like a real nigga hungry""","""Eat the pussy like a real nigga hungry""",offensive language
448,3,1,2,0,1,"""Eff it. Let's go after the cripple."" http://t.co/kSaMx1JPfV","""Eff it. Let's go after the cripple.""",offensive language
449,3,0,2,1,1,"""Everything look better with a bitch next to it""","""Everything look better with a bitch next to it""",offensive language
450,3,0,3,0,1,"""Facto @ShaunaSayomi: Who cares if you a hoe when your ass looks like this? http://t.co/CJdT987aqf""","""Facto  Who cares if you a hoe when your ass looks like this?",offensive language
451,3,0,3,0,1,"""For every bad bitch there is a nigga tired of fucking her""","""For every bad bitch there is a nigga tired of fucking her""",offensive language
452,3,0,3,0,1,"""Foreign chick, no lie.. Man that bitch Beautiful""","""Foreign chick, no lie.. Man that bitch Beautiful""",offensive language
453,3,1,2,0,1,"""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich."" http://t.co/Cgx3HNAK9A","""Fresh nigga so you kno I need a clean bitch... Who kno I'm working cuz I wanna see my team rich.""",offensive language
454,3,0,3,0,1,"""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""","""Fuck 5/0 I make my own rules. Suck my dragon balls bitch call me goku""",offensive language
455,3,0,0,3,2,"""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^ http://t.co/lRJWDFhv7T","""Generate ASCII boxes with NodeJS"" all I see is the ability to bring flappy-bird in node via ASCII tubes and bird ^_^",neither
456,3,0,3,0,1,"""Get me that shit bitch you is fine bear""","""Get me that shit bitch you is fine bear""",offensive language
457,3,1,2,0,1,"""Get your ass back to Detroit ya fuckin' wigger!""","""Get your ass back to Detroit ya fuckin' wigger""",offensive language
458,3,0,3,0,1,"""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""","""Girls that I dated, its okay I ain't mad yo, unless you stabbed me in the heart, no love hoe""",offensive language
460,3,0,3,0,1,"""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please","""HOW DO YOU KNOW MY TWITTER PASSWORD"" bitch please",offensive language
461,3,0,3,0,1,"""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""","""Have you seen my shows? Have you seen my hoes? If I wasn't hot would they be so thick?""",offensive language
462,3,0,3,0,1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;","""He a bitch for hitting that hoe"" ",offensive language
463,3,1,2,0,1,"""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus","""He married to a white woman... lucky sum-bitch"" - Uncle Ruckus",offensive language
464,3,0,2,1,1,"""He wanna be my nigga, but I'm just trinna be his savings account &#128553;"" &#128514;&#128557;&#128514;&#128557; omg imma funny ass bitch man, but that's Real Shit &#128175;","""He wanna be my nigga, but I'm just trinna be his savings account ""  omg imma funny ass bitch man, but that's Real Shit ",offensive language
465,3,0,3,0,1,"""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe! It's a long line of hoes!"" -Grandpa Carl everyone","""Her great grandmas a hoe,her grandmas a hoe,her moms and a hoe, and she's a hoe It's a long line of hoes"" -Grandpa Carl everyone",offensive language
466,3,3,0,0,0,"""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays","""Hey go look at that video of the man that found the kidnapped girls in Ohio........what a nigger"" - #shitmybosssays",hate speech
467,3,0,3,0,1,"""Hey pussy you still there?""","""Hey pussy you still there?""",offensive language
468,6,0,2,4,2,"""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their... http://t.co/sR1zceHx","""How about we draft all those gung-ho folks and send them to Afghanistan or other war zones so they can show their...",neither
469,3,0,3,0,1,"""How hotter than is it?"" ""A bitch.""","""How hotter than is it?"" ""A bitch.""",offensive language
470,3,0,3,0,1,"""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""","""How u talking to hoes bout bro n em.. Why you talking to hoes bout bro n em""",offensive language
471,3,0,3,0,1,"""How you doing, crazy bitch?"" is hilarious!","""How you doing, crazy bitch?"" is hilarious",offensive language
473,3,1,2,0,1,"""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call!""

Like, negro... one of the first things they LOOK at is shoes, dog","""I KNOW my shoes dirty as fuck, whatever, bitch. You don't have to call""

Like, negro... one of the first things they LOOK at is shoes, dog",offensive language
474,3,0,0,3,2,"""I am a thrill billy..with a hillbilly heart."" -@billyraycyrus. HAHAHAHAHA Jesus Murphy!","""I am a thrill billy..with a hillbilly heart."" -. HAHAHAHAHA Jesus Murphy",neither
475,3,0,3,0,1,"""I call him my bitch"" @MaKennaM_","""I call him my bitch""",offensive language
476,3,0,3,0,1,"""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa","""I can't handle no liquor... But these bitches can't handle meeedd"" - Chief Sosa",offensive language
477,3,0,3,0,1,"""I don't chase after dudes... I chase after bitches."" - Edgar Bautista","""I don't chase after dudes... I chase after bitches."" - Edgar Bautista",offensive language
478,3,0,2,1,1,"""I don't love these hoes, baby It's me and you forever""","""I don't love these hoes, baby It's me and you forever""",offensive language
479,3,0,3,0,1,"""I dont even need a picture of tamar, that bitch is beat in every picture""&#128514;&#128557;&#128514;&#128514;&#128514;","""I dont even need a picture of tamar, that bitch is beat in every picture""",offensive language
480,3,0,3,0,1,"""I dont have hoes"" &#128564;","""I dont have hoes"" ",offensive language
481,3,0,1,2,2,"""I found a new way to chug you have to open your mouth alot"" #shitallysays","""I found a new way to chug you have to open your mouth alot"" #shitallysays",neither
482,3,0,3,0,1,"""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""","""I fucking hate that bitch so much I wanna smack her in the face then tongue kiss her""",offensive language
483,3,0,3,0,1,"""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""","""I got a bitch set it off like jada picket..queen latifah you riding round with your nieces bitch you titi""",offensive language
484,3,0,3,0,1,"""I got a sister, she told me stop calling women bitches..""","""I got a sister, she told me stop calling women bitches..""",offensive language
485,3,0,3,0,1,"""I guess this is the night bitches die...!!!!"" Stewie is that nigga...!","""I guess this is the night bitches die..."" Stewie is that nigga...",offensive language
486,3,0,3,0,1,"""I had a bitch that had a bitch, had the bitch eating halibut.."" - @iamyoungroc #FreshRhymes #JerkSquad #SlowStir","""I had a bitch that had a bitch, had the bitch eating halibut.."" -  #FreshRhymes #JerkSquad #SlowStir",offensive language
487,3,0,3,0,1,"""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably","""I have this lady-love
She's married, but I still wanna bang her
She won't have sex with me
What a bitch"" ~A troubadour, probably",offensive language
488,3,0,3,0,1,"""I heard you was looking for Candy Man, bitch""","""I heard you was looking for Candy Man, bitch""",offensive language
489,3,0,3,0,1,"""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams @LetMicahDown","""I hope you don't get mad, ladies. I only call you bitches 'bitches' bc I don't know your names individually."" -Katt Williams",offensive language
490,3,0,3,0,1,"""I just got a number 3 I'm a bitch boy""","""I just got a number 3 I'm a bitch boy""",offensive language
491,3,0,3,0,1,"""I know that shit eatin grin! You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""&#128514;","""I know that shit eatin grin You either just fucked the girl of your dreams or you sold a car. We know you're a faggot. What'd you sell?""",offensive language
492,3,0,3,0,1,"""I only be with older men cause they're more mature""

That supposed to fool us bitch?","""I only be with older men cause they're more mature""

That supposed to fool us bitch?",offensive language
493,6,0,6,0,1,"""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""","""I prolly leave up out this bitch with my cups in my hand and yo hand in my other hand.""",offensive language
494,3,0,3,0,1,"""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""","""I said i don't like it, it tastes like wolf pussy"" 
""what? How do you even know what that tastes like""",offensive language
495,3,0,3,0,1,"""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""&#128514;
Name the movie &#128514;","""I taught myself how to eat pussy, and cut my own hair""
""I taught myself how to eat pussy hair""
Name the movie ",offensive language
496,3,0,3,0,1,"""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""","""I used to dress up like a cop too.""
""Oh really?""
""Yeah...right after 9/11...mad pussy.""
""Really?""
""Yes...I'll NEVER FORGET.""",offensive language
497,3,0,3,0,1,"""I went to jail for a flock, &amp; came home wit a strike.. You went to jail as a bitch, came home as a dike""- @YG","""I went to jail for a flock,  came home wit a strike.. You went to jail as a bitch, came home as a dike""-",offensive language
498,3,0,3,0,1,"""I will fuck u where u stand"". ""U dizzy bitch"". Two unique &amp; separate phrases I overheard a relative saying when I was younger.","""I will fuck u where u stand"". ""U dizzy bitch"". Two unique  separate phrases I overheard a relative saying when I was younger.",offensive language
499,3,0,3,0,1,"""I woke up like thi-"" bitch go back to bed","""I woke up like thi-"" bitch go back to bed",offensive language
500,3,0,3,0,1,"""I would rather you call me bitch than sir"" -my manager","""I would rather you call me bitch than sir"" -my manager",offensive language
501,3,0,3,0,1,"""I'll beat on that pussy so hard""","""I'll beat on that pussy so hard""",offensive language
502,3,0,1,2,2,"""I'll slit your throat-neck"" http://t.co/ChFFSDeDdd","""I'll slit your throat-neck""",neither
503,3,1,2,0,1,"""I'm a funky ass honkey."" - @jtimberlake 's shout out to @macklemore tonight before ""Cabaret"" &#128514; #JT2020Tour","""I'm a funky ass honkey."" -  's shout out to  tonight before ""Cabaret""  #JT2020Tour",offensive language
504,3,1,2,0,1,"""I'm comparing KFC to the pussy"" @MaxOn_MaxOff5","""I'm comparing KFC to the pussy""",offensive language
505,3,0,3,0,1,"""I'm downloading you a new personality and ordering you a new face! You bitch.. I love you.. Goddamn it!"" -Axl Rose yelling at his sex robot","""I'm downloading you a new personality and ordering you a new face You bitch.. I love you.. Goddamn it"" -Axl Rose yelling at his sex robot",offensive language
506,3,0,3,0,1,"""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""","""I'm feelin like Malcolm in the middle, these bitches surround me they can't miss em""",offensive language
507,3,0,3,0,1,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""","""I'm gonna piss on your dimple  Stop wasting prayers on trash teams lol""",offensive language
508,3,0,3,0,1,"""I'm probably your main bitch chocolate dipped cinnamon apple""","""I'm probably your main bitch chocolate dipped cinnamon apple""",offensive language
509,3,0,3,0,1,"""I'm sick of his shit man @JonnieSantana: Sit his bitch ass, I'm fed up bro RT ""@80sbaby4life: Geno threw yet another pick smh""""","""I'm sick of his shit man  Sit his bitch ass, I'm fed up bro  "" Geno threw yet another pick smh""""",offensive language
510,3,1,2,0,1,"""I'm sorry I fucked yo bitch... But she really dig a nigga"" @KingL","""I'm sorry I fucked yo bitch... But she really dig a nigga""",offensive language
511,3,0,3,0,1,"""IBS"" irritable bitch syndrome.","""IBS"" irritable bitch syndrome.",offensive language
513,3,0,3,0,1,"""If you love her then hide yo bitch so you'll keep shorty.""
@wizkhalifa","""If you love her then hide yo bitch so you'll keep shorty.""",offensive language
514,3,0,3,0,1,"""If you talk back to me you ain't getting no pussy.""
Me: http://t.co/vgnwcFgvSJ","""If you talk back to me you ain't getting no pussy.""
Me",offensive language
515,3,1,2,0,1,"""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.","""If you're a bad bitch put your hands up high"" 
Every girl in the room starts waving there hands around.",offensive language
516,3,1,2,0,1,"""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct","""Imma tie that bitch up in the basement and donkey-fuck her ass for two weeks straight"" hahahahahahahahaha #50centmovie #beforeiselfdestruct",offensive language
517,3,0,3,0,1,"""In My Mind""
Gotta be the dumb hoe anthem...","""In My Mind""
Gotta be the dumb hoe anthem...",offensive language
518,3,1,0,2,2,"""Is that an albino Mexican?""
""No dad, he's Asian.""","""Is that an albino Mexican?""
""No dad, he's Asian.""",neither
519,3,0,3,0,1,"""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry","""It takes a true directioner to accept Larry"" You know what bitch its fans like you that make the boys cry. #ThankYouPaulForConfirmingLarry",offensive language
520,3,1,2,0,1,"""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive &amp; blind bitch. We know ur husband cheated on u. Ramona is dumb!!!","""It's allegations, were u in the bedroom? Did u see it?"" Words of a naive  blind bitch. We know ur husband cheated on u. Ramona is dumb",offensive language
521,3,0,3,0,1,"""It's never too late to tag a bitch.""- @CyFyre","""It's never too late to tag a bitch.""-",offensive language
522,3,0,2,1,1,"""It's the dykes"" -hunter dyke with a dyke http://t.co/LGtw3AWMeh","""It's the dykes"" -hunter dyke with a dyke",offensive language
523,3,1,2,0,1,"""Julia Roberts, you're a ho"" @LaurenGardner8 #NottingHill","""Julia Roberts, you're a ho""  #NottingHill",offensive language
524,3,0,0,3,2,"""Just follow the yellow brick twitter.""","""Just follow the yellow brick twitter.""",neither
525,3,0,3,0,1,"""LMFAOOOOOOOOOOOOOOOOOO @bb_brooks: If your pussy is good but my mama don&#8217;t like you? Guess who gotta go&#8230;&#8230;&#8230;..my mama.""","""LMFAOOOOOOOOOOOOOOOOOO  If your pussy is good but my mama dont like you? Guess who gotta go..my mama.""",offensive language
526,3,0,1,2,2,"""LOL, cripple!"" - Wendy Davis. RT @MailOnline: Scientists create remote-controlled chick to study shy penguins http://t.co/mT3B09Slod","""LOL, cripple"" - Wendy Davis.   Scientists create remote-controlled chick to study shy penguins",neither
527,3,0,2,1,1,"""Let's do nips ahoy and spank me maybe""","""Let's do nips ahoy and spank me maybe""",offensive language
528,3,2,1,0,0,"""Let's kill cracker babies!"". WTF did I just hear???????? WOW.","""Let's kill cracker babies"". WTF did I just hear???????? WOW.",hate speech
529,3,1,2,0,1,"""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""","""Like... correct me if I'm wrong but... Doesn't pimpin involve 'smackin bitches for money'?""",offensive language
530,3,0,3,0,1,"""Lmao @BlackBeauty515: &#128514;&#128514; RT @80sbaby4life: Pound cake look like pussy &#128514; http://t.co/UFYwCC9xCI""","""Lmao     Pound cake look like pussy ",offensive language
531,3,0,3,0,1,"""Lmao @SWILLA_LO: The d.rose adidas are lighter than my phone .... Shit is retarded""","""Lmao  The d.rose adidas are lighter than my phone .... Shit is retarded""",offensive language
532,3,0,1,2,2,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.","""Mam, Rene doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt hoe leg ik die weer uit.",neither
533,3,0,3,0,1,"""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" &#128514;&#128514;&#128514;","""Maybe she wants to be more than your friend or maybe she's a stupid bitch. You never know until you make her cum."" ",offensive language
